born_generation,depth,latent,encoder_widths,encoding,time_steps,voltage_threshold,winning_seed_offset,alpha,beta,g1,g2,d_truth,d_penalized_mean,d_penalized_std,latent_activity,param_count,inference_cost,est_latency_ms,feasible,constraint_violation
5,2,30,126-30,poisson,16,0.2,1,0.268941,0.937628,-0.668687,0.206569,1.68142,1.80903,0.00471561,0.328033,72610,576576,1.15315,1,0
5,2,2,77-2,direct,1,1,1,0.0897283,0.928704,-0.838975,0.018432,1.83907,1.85932,0.0122702,0.511965,40144,19866,0.039732,1,0
5,2,11,102-11,direct,1,1,0,0.248538,0.930592,-0.682053,0.17913,1.69156,1.802,0.00460423,0.45724,54939,27234,0.054468,1,0
5,2,24,30-24,poisson,16,0.2,2,0.253108,0.929508,-0.6764,0.182617,1.68632,1.80247,0.00773106,0.203389,17140,134400,0.2688,1,0
5,6,1,105-78-55-49-46-1,poisson,16,0.2,1,0.0015173,0.936508,-0.934991,-0.0619748,1.93598,1.98804,0.0116268,1.49065,89633,709680,1.41936,1,0
5,1,84,84,direct,1,1,2,0.278531,0.933211,-0.65468,0.211741,1.66817,1.7964,0.00301849,0.194606,43348,21504,0.043008,1,0
5,2,24,30-24,latency,16,0.2,2,0.243903,0.933548,-0.689645,0.177451,1.69894,1.80381,0.00130176,0.221708,17140,134400,0.2688,1,0
5,1,116,116,direct,1,1,0,0.290229,0.936881,-0.646652,0.22711,1.66224,1.79734,0.00145605,0.198709,59764,29696,0.059392,1,0
5,4,25,72-67-58-25,direct,1,1,1,0.162476,0.953037,-0.790561,0.115513,1.79428,1.86543,0.00489563,0.811462,57859,28592,0.057184,1,0
5,5,23,123-72-35-33-23,latency,16,0.2,0,0.137381,0.90777,-0.770389,0.0451506,1.77096,1.8055,0.00581484,0.21338,90361,716448,1.4329,1,0
5,1,81,81,direct,1,1,2,0.294602,0.933203,-0.6386,0.227805,1.65436,1.79358,0.00511745,0.19098,41809,20736,0.041472,1,0
5,1,87,87,direct,1,1,1,0.286909,0.934217,-0.647307,0.221126,1.66208,1.79472,0.00232797,0.192678,44887,22272,0.044544,1,0
6,5,30,78-55-49-46-30,direct,1,1,2,0.0995209,0.954969,-0.855448,0.05449,1.85625,1.89912,0.00934268,0.831001,61916,30587,0.061174,1,0
6,2,16,40-16,latency,16,0.2,1,0.257994,0.92934,-0.671346,0.187334,1.68181,1.80283,0.00799298,0.252262,22112,174080,0.34816,1,0
6,2,26,66-26,direct,1,1,0,0.242148,0.933323,-0.691175,0.175471,1.70025,1.80843,0.00449176,0.475904,37638,18612,0.037224,1,0
6,6,1,105-78-58-55-46-1,poisson,16,0.2,1,0.000426494,0.920899,-0.920473,-0.078674,1.92208,1.98548,0.0131432,1.9655,91661,725760,1.45152,1,0
